name,male,female
Arl,54,0
Arnim,7,0
Artell,7,5
Artist,253,13
Baldo,77,0
Baltasar,56,0
Clardie,7,0
Curran,1094,30
Deforrest,90,0
Deloy,398,0
Elbie,81,5
Eldie,31,17
Elgan,12,0
Elster,139,0
Fergus,434,0
Flemon,102,0
Gaddis,39,0
Garvey,289,0
Garwood,74,0
Gwin,133,52
Gwynn,133,970
Haldon,92,0
Harlo,164,196
Harwell,46,0
Hasten,89,0
Heriberto,9861,16
Heron,554,5
Hilery,73,36
Hollan,27,87
Jaime,68137,49748
Leck,12,0
Lehmon,37,0
Leith,571,110
Lycurgus,7,0
Marks,93,0
Morell,68,0
Nyal,107,0
Oddis,87,0
Odon,17,0
Oscor,12,0
Raford,169,0
Raymund,567,0
Robertson,491,0
Sherrod,1927,5
Shorty,30,0
Sterlin,680,0
Sunday,58,2135
Thane,2325,0
Tokuo,25,0
Tsuneo,113,0
Valdo,33,0
Vittorio,1092,0
Windle,413,0
Wise,67,0
Witold,45,0
Wolford,12,0
Adren,362,0
Alfard,86,0
Algerd,20,0
Alvoid,29,0
Ambus,29,0
Arval,85,0
Arwin,174,0
Asbery,21,0
Barth,470,0
Berlyn,82,783
Braden,44511,273
Bror,17,0
Burlyn,11,0
Burness,40,0
Callis,34,0
Cleotis,319,0
Corydon,190,0
Costa,251,0
Dencil,274,0
Dilbert,18,0
Donel,691,30
Elihue,208,0
Emary,13,118
Erhart,19,0
Erlin,230,11
Fields,82,0
Fiori,6,11
Floid,42,0
Funston,6,0
Garrell,163,0
Genovevo,50,0
Gilson,46,0
Harbert,111,0
Hascal,21,0
Hawthorne,263,6
Hensley,129,1037
Herchell,34,0
Hilmon,27,0
Hiromu,42,0
Hisashi,129,0
Hubbert,118,0
Hulett,48,0
Hulin,13,0
Ignatuis,22,0
Jermiah,3056,125
Jobie,442,55
Kash,8190,121
Lanis,182,58
Larance,171,0
Laudie,46,0
Leemon,79,0
Loel,278,5
Lovick,17,0
Manard,41,0
Manton,39,0
Marchel,56,73
Marl,116,0
Matsuo,24,0
Medard,69,0
Mendal,6,0
Mickeal,1046,0
Milferd,104,0
Minos,40,0
Moffett,6,0
Montrose,6,6
Moreland,29,0
Newsom,6,0
Nuel,88,0
Oldrich,22,0
Orbra,42,0
Orvalle,16,0
Orven,42,0
Otmer,16,0
Pender,6,0
Rawley,408,0
Rayborn,48,0
Robet,949,0
Royston,215,0
Scipio,57,0
Sesario,16,0
Swanson,121,0
Tadeus,34,0
Tecumseh,64,0
Tharon,476,167
Theador,86,0
Thoburn,18,0
Thurlo,39,0
Trent,50250,102
Verlan,319,5
Wassil,17,0
Wasyl,64,0
Wetzel,181,0
Wiljo,6,0
Wilkes,184,0
Wilmur,6,0
Yvon,229,47
Zan,618,114
Aimo,10,0
Allin,125,0
Alphee,11,0
Alphonza,508,0
Andrus,132,0
Aner,10,7
Anselmi,5,0
Anthon,400,0
Arel,220,6
Arris,61,5
Arter,5,0
Arvi,10,5
Atanacio,353,0
Basile,34,0
Bay,185,443
Benhart,13,0
Bertin,303,0
Brayton,2221,22
Brennan,31454,2068
Brigham,2802,0
Bronko,16,0
Brownlow,16,0
Buckley,696,0
Burnes,57,5
Cad,10,0
Candler,62,5
Carmi,33,57
Carsie,15,0
Carvin,722,0
Casmier,58,0
Castle,243,0
Cecial,10,0
Chalmus,53,0
Chancellor,2358,5
Chesterfield,39,0
Churchel,5,0
Cilton,5,0
Clegg,5,0
Clen,5,0
Clesson,55,0
Cloise,45,0
Clotis,5,0
Cloude,42,0
Codie,2555,1697
Columbo,5,0
Coma,5,17
Concetto,47,0
Cornealius,5,0
Corry,2138,314
Costas,266,0
Craven,366,0
Daulton,1513,0
Decatur,54,0
Delroy,1394,0
Dempsy,119,0
Denison,59,0
Derrel,1179,0
Dickie,4459,260
Dominik,8644,95
Dorcie,10,42
Dougal,5,0
Doyt,66,0
Dustin,205394,1381
Duwayne,3601,0
Dwaine,4333,0
Einard,5,0
Eldean,143,223
Emeal,26,0
Emeral,10,53
Emsley,10,526
Ensley,16,1241
Erris,5,0
Eschol,80,0
Eubert,12,0
Evel,15,0
Flake,45,0
Florent,50,0
Fort,5,0
Fredick,303,0
Freelin,5,0
Frost,18,0
Gareth,4037,5
Gartrell,15,0
Geary,2456,0
Geoge,101,0
Gerben,10,0
Gerritt,231,0
Glenroy,161,0
Govan,27,0
Granderson,22,0
Grier,278,296
Grundy,5,0
Haldor,18,0
Hally,5,649
Hance,80,0
Harlowe,26,400
Helton,72,0
Henryk,225,0
Henson,382,0
Hernando,753,0
Hewlett,36,0
Houghton,21,0
Hursel,40,0
Ishmel,291,0
Issiah,1332,0
Izzy,217,520
Jadie,61,721
Jaroslav,12,0
Javan,3393,43
Jester,66,0
Jethero,5,0
Jhonnie,163,16
Jock,1090,0
Jorma,68,0
Josph,344,0
Kervin,1435,0
Knut,58,0
Konstanty,30,0
Kostanty,5,0
Kramer,494,6
Labon,43,0
Lad,21,0
Ladimer,5,0
Lancer,196,0
Lasco,5,0
Lauritz,48,0
Leaster,17,40
Leaton,10,0
Leeo,10,0
Lendon,567,0
Lent,5,0
Leonord,19,0
Levan,581,0
Lloyde,149,0
Locke,647,0
Lotis,5,18
Louia,11,0
Lucuis,15,0
Lynton,69,0
Magdaleno,989,0
Mamon,25,0
Mancy,10,15
Marton,120,0
Masanori,60,0
Mather,21,0
Mauritz,12,0
Maxon,1026,0
Maxson,737,0
Mcclinton,34,0
Mcneal,43,0
Melbern,33,0
Melroy,171,0
Melvon,60,0
Merlen,65,0
Merley,5,10
Meron,27,388
Mickael,1433,11
Milner,23,0
Miroslaw,5,0
Mitch,5509,0
Mitsuru,171,5
Narvel,128,0
Naylor,5,0
Nazario,834,0
Neale,916,5
Neils,78,0
Nicholos,769,0
Nicklos,277,0
Oatis,46,0
Ober,15,0
Obry,5,0
Olus,11,0
Olvin,331,0
Orestus,5,0
Orpheus,76,0
Orrel,10,0
Orrell,10,0
Oskar,2388,0
Oswin,238,69
Phenious,5,0
Pio,263,0
Pioquinto,5,0
Pollard,22,0
Ponce,140,0
Preciliano,65,0
Que,72,0
Quido,18,0
Rawson,91,0
Recil,10,0
Reppard,5,0
Reyburn,5,0
Rickard,625,0
Rinehart,11,0
Rolando,23317,78
Rollan,228,0
Rowan,22594,13538
Rucker,130,0
Ruskin,10,0
Searle,29,0
Selso,125,0
Seraphin,21,5
Seymoure,5,0
Shadrach,695,0
Sigle,10,0
Silven,5,0
Sumter,29,0
Susano,62,0
Swain,71,0
Taisto,26,0
Tank,123,0
Tatsuro,5,0
Telio,5,0
Thaddius,575,0
Theobald,10,0
Tilio,5,0
Umbert,15,0
Union,16,0
Urbane,5,0
Uyless,39,0
Valente,1732,0
Vancil,41,0
Vanner,5,0
Verden,29,0
Verge,12,0
Vilho,5,0
Vincen,123,0
Virden,48,0
Virginius,5,0
Voight,5,0
Waddy,5,0
Waid,45,0
Walace,11,0
Wellman,45,0
Wensel,5,0
Willburn,11,0
Wingate,5,0
Yves,1090,34
Zackie,50,0
Zebbie,99,6
Ziba,5,0
Nerine,0,79
Alvada,0,37
Chestina,0,115
Delsa,0,214
Miyeko,0,132
Nerene,0,18
Tonia,53,22165
Toshie,0,168
Verlean,0,453
Alona,0,2858
Clauda,0,30
Consuella,0,908
Emagene,0,206
Florenz,23,9
Juna,5,733
Katherleen,0,200
Laurell,10,376
Lutrelle,0,9
Maralyn,0,1307
Michelena,0,79
Mirriam,0,196
Neysa,0,1241
Taeko,0,74
Alese,0,541
Carolynn,0,6155
Cathaleen,0,323
Chiquita,6,6217
Cleotha,750,292
Coriene,0,55
Eddye,6,294
Edessa,0,61
Emilienne,0,13
Emmalene,0,377
Fumiyo,0,33
Genara,0,29
Idona,0,99
Immaculate,0,68
Junice,0,229
Leberta,0,24
Lecta,0,15
Leeola,0,39
Levona,0,49
Lorrie,88,17283
Mana,71,565
Maralee,0,882
Methel,0,20
Moline,0,53
Ritta,0,159
Ruthetta,0,83
Trilla,0,59
Vieva,0,68
Waneda,0,132
Willadean,0,880
Addine,0,22
Adene,0,44
Alsace,0,86
Ardice,0,68
Armeta,0,51
Asayo,0,33
Blondine,0,201
Byrle,32,28
Calliope,0,2348
Charlsey,0,258
Chonita,0,213
Diva,0,557
Eliz,0,229
Eloine,0,18
Elveta,0,107
Emalene,0,75
Estanislada,0,28
Estilla,0,7
Euella,0,23
Euzelia,0,12
Francelle,0,28
Freddye,0,99
Genieva,0,48
Genivieve,0,40
Haruyo,0,36
Hisae,0,69
Inella,0,63
Lanette,0,4993
Laureen,0,7088
Leoner,0,13
Levinia,0,41
Liberta,0,83
Loura,0,552
Madlene,0,36
Madlyne,0,27
Marda,0,391
Marinelle,0,58
Marylene,0,301
Monzelle,0,7
Nira,6,663
Olivet,5,56
Philis,0,217
Rether,0,133
Stefana,0,67
Stephenia,0,252
Tessibel,0,7
Tomoe,0,57
Verneil,0,34
Verone,0,30
Wilhelminia,0,22
Winonah,0,7
Ysidra,0,97
Alecia,0,11907
Almeater,0,16
Alvana,0,6
Andra,2577,5494
Angiolina,0,6
April,667,238723
Ardel,31,97
Ardenia,0,123
Arlynn,61,485
Arlys,0,1103
Armatha,0,44
Armie,0,72
Athanasia,0,491
Berla,0,46
Bernardita,0,13
Bernida,0,23
Brigid,0,6056
Brunelle,0,16
Burnadette,0,135
Carolee,0,4453
Carolene,0,739
Charla,0,8000
Chesterine,0,22
Christella,0,698
Cloudie,10,6
Daurice,5,85
Delinda,0,2210
Dorohty,0,6
Eleta,0,34
Etolia,0,43
Eugie,0,6
Everlee,0,1974
Gathel,0,51
Georgianne,0,1339
Gloris,0,313
Gwelda,0,11
Henriella,0,6
Huberta,0,218
Imojean,0,435
Inamae,0,35
Inocencia,0,174
Iole,0,18
Jenelle,0,6956
Jetty,6,248
Joeann,0,1283
Juanda,0,482
Koula,0,55
Ladelle,0,140
Lamerle,0,92
Lapreal,0,27
Lasca,0,23
Lauralee,0,2203
Laurece,0,6
Lawanda,6,12087
Lealo,0,19
Leathy,0,6
Lenell,539,343
Lodell,0,22
Louelle,0,12
Louese,0,18
Magline,0,43
Mahdeen,0,6
Manya,0,934
Margeart,0,116
Marguret,0,32
Marther,0,6
Marydell,0,29
Maycel,0,64
Melzie,0,14
Meriem,0,117
Michiyo,0,11
Misako,0,85
Murna,0,72
Narma,0,12
Olivea,0,587
Ovena,0,6
Ozeal,0,6
Penola,0,6
Philomine,0,11
Porfiria,0,235
Reida,0,311
Renalda,0,69
Romania,0,46
Rosary,0,551
Roseana,0,88
Rubymae,0,28
Sibyle,0,49
Silveria,0,91
Tallulah,0,2217
Tamara,417,130464
Tamiko,42,3001
Teruyo,0,11
Thressie,0,6
Toshiye,0,65
Udora,0,6
Velah,0,6
Venitta,0,36
Vincentine,0,18
Vincenzia,0,11
Virginie,0,67
Wealtha,0,21
Zellia,0,6
Zinnia,0,1564
Abell,24,5
Adalaide,0,251
Agneta,0,5
Agripina,0,184
Akie,5,11
Alama,0,5
Aleeta,0,89
Alliemae,0,37
Altamease,0,59
Alveria,0,106
Andora,0,134
Andrine,0,5
Angelyne,0,219
Anzie,0,12
Arlice,26,15
Armilla,0,31
Arnelda,0,10
Arnetha,0,463
Artimese,0,10
Asae,0,10
Aver,0,15
Azucena,0,3518
Berdean,0,57
Bergetta,0,5
Bernedette,0,173
Bertella,0,5
Bettyann,0,1402
Bonifacia,0,28
Bunia,0,30
Burmah,0,5
Candice,155,67716
Casmera,0,5
Catheline,0,92
Cecyle,0,12
Celene,0,1654
Celsa,0,80
Cheerful,0,5
Cicely,0,2324
Ciria,0,150
Cleao,5,10
Clematine,0,10
Clero,0,5
Cloris,0,153
Clyta,0,34
Comelia,0,11
Consiglia,0,15
Constantina,0,621
Cordelle,89,5
Cornia,0,10
Creolia,0,5
Cresie,0,5
Cristela,0,616
Dalphine,0,257
Darris,1954,98
Dathel,0,35
Delane,923,942
Deotha,0,10
Dolena,0,10
Donabelle,0,61
Dorcus,5,282
Dorpha,0,5
Dorrie,0,889
Dotha,0,14
Ebe,0,5
Edelmira,0,654
Edwarda,0,40
Eldine,0,157
Elethia,0,15
Elizabetha,0,5
Elmi,10,5
Emiley,0,1737
Emmajean,0,601
Erdell,0,5
Estaleen,0,5
Estee,43,731
Estefanita,0,24
Ethelind,0,15
Ethellee,0,5
Eudean,0,10
Euple,0,20
Evada,0,5
Evadell,0,20
Evona,0,104
Fayma,0,47
Fernetta,0,15
Fina,0,264
Francise,0,17
Francoise,0,607
Frozine,0,5
Fumiye,0,72
Fusaye,0,71
Gardenia,0,1301
Gayl,15,607
Gayola,0,5
Genelda,0,91
Genievieve,0,5
Gennevieve,0,10
Georgann,0,1723
Georgietta,0,10
Girolama,0,10
Guerina,0,5
Hanayo,0,11
Haruno,0,11
Hatsumi,0,63
Hebe,0,109
Helvie,0,10
Hermania,0,5
Ilet,0,5
Ioan,93,5
Ivanell,0,103
Ivetta,0,5
Janella,0,1854
Jilda,0,293
Jozefa,0,11
Juliaette,0,26
Juline,0,255
Kameko,5,208
Karine,0,1165
Karolina,0,3653
Katheren,0,124
Katherlene,0,15
Kiyomi,6,865
Ladene,0,220
Ladonne,0,126
Lani,172,6684
Larenza,0,5
Larna,0,234
Laruth,0,141
Lavancha,0,5
Leeona,0,78
Leilani,19,32744
Lenda,0,872
Leneta,0,15
Leura,0,10
Leuvenia,0,5
Lizzette,0,1711
Loriane,0,32
Lorien,0,873
Louberta,0,50
Lovera,0,22
Lovilla,0,12
Loyette,0,11
Lucena,0,13
Luease,0,5
Luecinda,0,10
Maline,0,34
Manon,5,781
Maragaret,0,10
Margary,0,37
Margerete,0,5
Marialice,0,180
Marvil,0,5
Maryana,0,494
Maryette,0,38
Maryl,0,318
Marylue,0,10
Matildia,0,5
Maudean,0,144
Maxiene,0,22
Melida,0,636
Mellicent,0,5
Meri,0,2424
Michie,6,97
Mignonette,0,23
Mineko,0,5
Momoyo,0,11
Muguette,0,11
Murtha,5,5
Myrne,0,5
Nann,0,20
Natsue,0,29
Nobu,0,5
Noriene,0,5
Norina,0,260
Olee,23,37
Oleen,0,44
Olwyn,0,16
Olyne,0,5
Ometa,0,10
Ommie,0,69
Onedia,0,163
Onnalee,0,26
Orissa,0,61
Ottelia,0,5
Ouita,0,88
Owena,0,11
Palmera,0,5
Pansye,0,5
Patrocinia,0,10
Pauletta,0,2522
Phillipa,0,97
Phillippa,0,66
Philomen,0,5
Phronia,0,32
Phylliss,0,597
Picola,0,10
Quessie,0,15
Reberta,0,28
Reble,0,18
Reca,0,23
Regene,0,94
Remell,0,62
Renate,0,1249
Rethel,0,88
Roanna,0,440
Rogenia,0,96
Rolene,0,354
Rosalynd,0,114
Rosemay,0,16
Rosemma,0,10
Rossetta,0,62
Roxine,0,238
Saralee,0,749
Satoko,0,27
Seena,99,633
Sharlene,0,12096
Snoda,0,5
Suzuko,0,25
Tayeko,0,20
Tomoye,0,5
Totsie,0,32
Trecie,0,22
Vale,116,186
Valina,0,106
Valjean,39,425
Valois,0,60
Vana,0,491
Vauna,0,32
Vernabelle,0,43
Vernalee,0,40
Vinola,0,5
Voilet,0,33
Waveline,0,21
Wildred,5,31
Willabell,0,5
Wilmeth,5,5
Yayeko,0,11
Zabelle,0,21
Delwyn,913,0
Galvin,846,0
Mcadoo,68,0
Osman,2506,0
Bracy,82,5
Claborn,85,0
Dolton,451,0
Toru,60,0
Aldred,64,0
Benjamon,14,0
Elray,326,0
Feliberto,174,0
Jafus,14,0
Kennon,1686,25
Malen,15,5
Arliss,593,801
Barlow,82,0
Cale,7931,84
Carlysle,14,0
Dewitte,63,0
Doral,216,86
Efford,25,0
Kiser,60,0
Loranza,29,0
Lucion,120,0
Perkins,79,0
Purdy,14,0
Quintus,435,0
Regino,825,0
Sabin,663,6
Seaton,126,0
Sylvin,51,0
Tipton,227,5
Vestel,38,0
Warfield,30,0
Ac,119,0
Albon,29,0
Algert,23,0
Arman,3735,0
Arol,30,0
Arzell,81,8
Calbert,261,0
Canio,81,0
Clermont,7,0
Coney,42,0
Cranston,364,0
Dimitri,8129,99
Dyer,91,0
Eden,6423,34195
Edwyn,631,0
Elvyn,83,11
Enno,17,0
Espiridion,169,0
Floran,12,0
Gaylor,23,0
Gibbs,71,0
Giro,56,0
Guerrino,18,0
Hachiro,19,0
Ignac,22,0
Jalmer,28,0
Kasimir,40,0
Kennis,553,70
Kingdon,32,0
Larrie,929,339
Lenis,170,55
Linley,84,1185
Loddie,7,6
Malcomb,105,0
Mount,13,0
Onslow,7,0
Ormal,24,0
Rondal,1863,0
Rosswell,7,0
Runar,7,0
Sammuel,2519,0
Sante,106,0
Sibley,18,91
Sy,895,0
Thom,836,0
Void,24,9
Alcuin,48,0
Amandus,26,0
Anker,23,0
Aristides,654,0
Arless,65,5
Armstrong,67,0
Arnt,11,0
Beno,16,0
Bisente,11,0
Boyde,81,0
Bright,251,10
Camile,33,918
Cleamon,37,0
Cliffard,142,0
Cloral,6,0
Cortlandt,80,0
Coyte,6,0
Cullin,391,0
Dearl,792,0
Drewey,90,0
Duell,110,0
Eladio,1694,0
Eleuterio,756,0
Elijio,526,0
Erdman,26,0
Eskel,34,0
Ethen,3672,0
Eules,38,0
Even,481,0
Everton,510,0
Gayland,1025,0
Genero,22,0
Glenville,59,0
Guerdon,23,0
Guiseppi,16,0
Hansen,683,0
Haward,179,0
Hayse,23,0
Hedrick,40,0
Hendrik,961,0
Hutson,428,0
Ildefonso,388,0
Jerimiah,4825,0
Jitsuo,30,0
Julies,113,0
Kale,7230,226
Kary,1416,1929
Kennth,2005,0
Kinley,316,15852
Kinsey,295,7167
Kunio,91,0
Larnie,77,0
Lasalle,395,16
Lawrnce,70,0
Leonhard,59,0
Levoy,80,0
Lilborn,6,0
Lonas,41,0
Lorris,85,0
Lyndle,127,0
Mairon,42,0
Malcum,47,0
Martyn,545,0
Masuo,35,0
Maxell,33,0
Mckay,2029,316
Milus,72,0
Nathanel,861,0
Nixon,5009,220
Olif,6,0
Oril,18,0
Orison,41,0
Polo,506,0
Rochell,92,1619
Rockford,636,0
Ruebin,6,0
Seiki,6,0
Selmon,6,0
Sexton,17,0
Stearns,6,0
Taze,22,0
Theado,45,0
Thomes,411,0
Toshiaki,43,0
Truel,6,0
Tsuyoshi,34,0
Tulon,6,0
Turney,22,0
Vernest,28,0
Warwick,50,0
Wasco,12,0
Westmoreland,6,0
Wyley,130,0
Zion,28538,6009
Adelaido,221,0
Aldin,617,0
Aldis,24,0
Alexsander,1175,0
Alman,47,0
Almos,19,0
Alvon,160,0
Amuel,28,0
Ardine,5,125
Arlander,125,0
Arlton,10,0
Artemas,55,0
Arthar,21,0
Athan,1736,0
Atsushi,86,0
Austen,7598,890
Beattie,5,0
Benjimen,281,0
Berthol,10,0
Bervin,32,0
Bev,5,998
Bige,57,0
Bohdan,783,0
Bond,208,6
Brunson,26,0
Bunion,16,0
Burford,51,0
Calletano,37,0
Camiel,35,15
Carzell,61,0
Catello,11,0
Clarnece,43,0
Cleal,5,0
Cleary,10,8
Clemont,20,0
Cloice,10,0
Cluster,55,0
Corley,255,311
Crespin,253,0
Curby,86,0
Danuel,280,5
Darol,485,0
Darrold,496,0
Daryle,2632,198
Davy,2490,171
Daymond,851,0
Deland,279,0
Deleon,885,14
Dene,223,572
Denvil,131,0
Dermont,26,0
Dermot,452,0
Derrick,142461,997
Dietrich,1837,149
Dimas,1645,0
Dix,40,0
Donold,829,0
Doro,5,0
Dub,127,0
Eaton,96,0
Edsil,25,0
Edword,82,0
Eleno,456,0
Elree,34,14
Emo,15,12
Enock,55,0
Ephrim,10,0
Ernal,5,0
Erney,10,0
Esko,21,0
Eugean,178,0
Eustice,19,0
Eustis,5,0
Eutimio,225,0
Ewen,121,0
Filemon,513,0
Finnie,25,5
Flory,31,17
Forman,26,0
Franciszek,89,0
Freemont,27,0
Geddes,5,0
Gesualdo,5,0
Gettys,5,0
Granvill,28,0
Hallard,27,0
Harles,221,0
Hasting,17,0
Haynie,10,0
Herrick,66,0
Hodges,237,0
Homero,3603,0
Hovey,5,0
Immanuel,4916,0
Javier,97831,488
Joaquim,755,0
Kazimer,23,0
Kermith,42,0
Kiah,233,2972
Kiyoto,70,0
Lamoyne,139,75
Landry,4483,4036
Landy,601,244
Lanson,136,0
Larson,1303,59
Latham,490,0
Lc,344,0
Lemoine,109,0
Lendell,690,0
Levander,189,0
Leven,156,10
Levine,25,0
Linward,59,0
Lloyed,5,0
Lord,547,0
Lothrop,5,0
Lovely,12,1769
Lowman,21,0
Lowrey,10,0
Ludvig,16,0
Malcome,96,0
Marcellino,266,0
Marciano,1056,0
Maro,58,0
Marris,62,6
Masaharu,48,0
Masanobu,35,0
Massey,64,32
Maxel,22,0
Maximiliano,15292,0
Mayland,32,0
Mcclure,10,0
Mckenzie,2197,58519
Mckinney,35,33
Medley,5,24
Melbert,71,0
Melchor,860,0
Meridith,32,2639
Merlon,176,5
Milburne,5,0
Milt,70,0
Murvel,25,0
Mynard,10,0
Nabor,384,0
Nathinal,5,0
Neldon,158,0
Nicky,7380,1912
Nilo,246,0
Nobert,37,0
Nordahl,5,0
Oby,11,0
Octavious,1506,5
Od,5,0
Onas,29,0
Onesimo,576,0
Orben,36,0
Orlander,160,0
Osvaldo,13604,12
Otey,17,0
Pace,656,22
Pal,187,10
Parris,1851,1573
Patric,3021,73
Payson,1122,820
Quenton,3069,0
Raimon,27,0
Rallie,5,0
Raney,71,326
Readus,5,0
Renwick,538,0
Rhett,20600,129
Rial,32,0
Rienhold,5,0
Robb,3185,0
Rober,421,0
Roudolph,10,0
Royd,55,0
Sabastian,3301,0
Salvotore,27,0
Saylor,423,5587
Severio,5,0
Shigetoshi,5,0
Sigvard,5,0
Solan,154,0
Stiney,5,0
Stockton,1041,0
Telesphore,5,0
Tereso,140,0
Terrill,4301,714
Thales,81,0
Theoplis,204,0
Tillis,5,0
Tj,1917,10
Tolliver,38,0
Trenidad,29,26
Trumon,41,0
Unto,5,0
Urlin,5,0
Vahan,168,0
Vasile,16,0
Vaun,86,0
Venoy,5,0
Vertle,5,0
Wc,5,0
Wharton,38,0
Windfield,5,0
Worthington,61,0
Yoneo,34,0
Yoshiharu,73,0
Marne,38,849
Claretha,0,1109
Ardene,0,386
Bethyl,0,55
Carmeline,0,182
Lendora,0,125
Orletta,0,37
Peace,108,430
Theophila,0,10
Eldene,0,129
Emanuela,0,521
Evadean,0,93
Gwenn,0,1492
Loreine,0,21
Lovene,0,62
Paulena,0,126
Pota,0,33
Shizuka,0,35
Annalou,0,53
Carnation,0,37
Comilla,0,35
Earther,0,39
Ellin,0,569
Ethelean,0,64
Evana,0,642
Gearldean,0,469
Janiece,0,3122
Jeri,377,22560
Jonell,214,2452
Laurella,0,77
Levora,0,128
Lillien,0,279
Marylin,0,4288
Mayona,0,21
Redith,0,78
Ruthanne,0,2574
Toba,0,344
Truby,33,34
Vilate,0,18
Wilena,0,68
Yva,0,18
Alora,0,4650
Ardele,0,44
Armita,0,57
Arneda,0,108
Audray,0,79
Bonnye,0,364
Cletta,0,54
Deta,0,22
Dorrit,0,13
Elgene,48,70
Elice,7,237
Elizebth,0,12
Eurith,0,14
Filamena,0,12
Francelina,0,17
Garnita,0,30
Genevee,0,20
Getha,0,7
Howardine,0,7
Jolene,12,32063
Josefine,0,565
Junne,0,25
Kathie,0,15079
Leonne,0,12
Louana,0,87
Ludean,0,154
Lupie,0,74
Lylith,0,83
Marella,0,399
Maryln,0,524
Melvenia,0,204
Molley,0,231
Momie,0,7
Nellis,18,18
Nihla,0,30
Perla,30,19397
Rayola,0,180
Refa,0,7
Rheva,0,35
Rozanne,0,1385
Ruthellen,0,171
Ruthelma,0,36
Saveria,0,37
Serina,0,5602
Sible,0,110
Thana,0,68
Thela,0,51
Vay,0,13
Vinette,0,71
Vivion,10,82
Walline,0,7
Zalia,0,259
Adelphia,0,11
Andella,0,6
Ardes,0,49
Arlet,5,1188
Arrietta,0,16
Aulene,0,11
Aurea,0,1096
Babara,0,431
Bedelia,0,81
Berth,0,6
Berthine,0,22
Bille,23,28
Bronislava,0,6
California,0,214
Carlyne,0,207
Carylon,0,792
Charleene,0,205
Colean,0,43
Darthea,0,17
Delone,46,41
Deveda,0,32
Doroty,0,6
Durah,0,6
Emalyn,0,1470
Emerine,0,11
Ernice,0,12
Evajane,0,6
Fernie,344,11
Francella,0,350
Francille,0,148
Genett,0,13
Georginia,0,45
Gerrie,11,1367
Girdie,0,23
Glenadine,0,27
Glendine,0,133
Gleneva,0,38
Gracey,0,2377
Guillermina,0,1904
Gwendolene,0,6
Haline,0,6
Jamima,0,6
Jarmila,0,18
Jula,0,11
Lafaye,0,308
Larie,5,351
Lawana,0,3029
Lenia,0,147
Levater,0,6
Leveda,0,144
Lilamae,0,57
Lowene,0,6
Lulubelle,0,80
Macle,0,21
Mady,0,143
Manetta,0,57
Mauline,0,12
Maytha,0,6
Melle,0,6
Mercia,0,114
Meribah,0,6
Merva,0,42
Miye,0,19
Modestine,0,230
Narcille,0,6
Nastasia,0,482
Odene,5,36
Ollia,0,18
Olliemae,0,6
Onolee,0,28
Orangie,0,43
Orneta,0,6
Oteria,0,21
Ovaline,0,46
Oveline,0,12
Pasqualena,0,6
Pearlia,0,46
Ravenell,0,16
Reaver,0,38
Refujia,0,29
Roverta,0,6
Rozina,0,213
Salma,5,8291
Sharleen,0,2612
Sybella,0,179
Villie,0,12
Vittoria,0,1261
Vonciel,0,50
Wahneeta,0,12
Wannetta,0,356
Willadene,0,220
Willodene,0,241
Zaddie,0,11
Zay,85,6
Zoraida,0,2029
Addle,0,5
Adlyn,0,155
Agneda,0,5
Ailleen,0,21
Ailsa,0,507
Albertie,0,10
Aleida,0,1642
Alvania,0,20
Alvernia,0,5
Alvesta,0,36
Alydia,0,514
Amalee,0,131
Aminta,0,279
Amo,5,10
Ample,0,5
Anthonette,0,304
Antionetta,0,88
Arella,0,355
Arita,0,219
Arlaine,0,42
Arlien,0,10
Armintha,0,5
Armistice,11,10
Athlene,0,25
Athylene,0,5
Audean,0,26
Austine,153,168
Ayame,0,254
Azaline,0,26
Azelia,0,333
Beneva,0,38
Benina,0,39
Bernett,26,51
Berthenia,0,52
Berthia,0,10
Bonne,0,367
Bonney,5,447
Catherline,0,20
Cathy,343,170138
Charlaine,0,395
Clarece,0,125
Claudell,576,302
Cleah,0,5
Clemintine,0,5
Clodean,0,5
Clodie,0,16
Collen,630,512
Conola,0,5
Corie,1006,3584
Dellora,0,54
Delorse,0,1142
Devonia,0,220
Donnabel,0,15
Dorella,0,84
Dorethia,0,114
Druecilla,0,15
Drusella,0,10
Edena,0,44
Edice,0,5
Edwa,0,5
Elain,0,245
Elfreida,0,63
Eliska,0,195
Ellinore,0,82
Ellise,0,687
Elvida,0,45
Emalee,0,3617
Emerline,0,12
Emmadell,0,5
Emme,0,2846
Ernestene,0,197
Ervina,0,27
Esperance,0,10
Ethylene,0,62
Faithe,0,680
Fanniemae,0,10
Floraine,0,95
Francenia,0,212
Franciszka,0,5
Freedom,572,1094
Gallie,0,5
Geneivieve,0,5
Georgean,0,329
Geri,5,8021
Ginny,0,7316
Gleda,0,47
Golena,0,11
Guyneth,0,30
Halcy,0,5
Hanae,0,115
Helenmarie,0,50
Hisa,0,5
Hisaye,0,25
Hozel,0,5
Hulene,0,32
Idalou,0,5
Ileana,0,5055
Illinois,5,11
Imogean,0,313
Inah,0,11
Iney,0,5
Inona,0,10
Irna,0,25
Italy,5,1368
Itaska,0,10
Jama,85,1552
Janyce,0,1861
Jerrine,0,271
Jessa,5,5510
Jessalyn,0,3424
Jesselyn,0,515
Joelle,411,13768
Jolanda,0,1015
Joline,0,2099
Jordis,6,267
Junis,32,19
